x,y,radius,avg_depth_meters
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
206,304,33,0.0007100801467895508
